timestamp,image_name,swift_latitude,swift_longitude,swift_heading,zed_x,zed_y,zed_yaw,gps_latitude,gps_longitude,gps_track
8:51:06,08_51_06.jpg,35.76995207,-78.67557502,83.72036545,114.14358,-171.8777249,1.598772698,35.76998467,-78.67562067,86.94000244
8:51:09,08_51_09.jpg,35.76995551,-78.6755416,78.22038471,114.134889,-168.861263,4.641387147,35.76999617,-78.67557433,84.19999695
8:51:11,08_51_11.jpg,35.76995951,-78.67550999,81.11640336,114.117066,-165.9743497,3.41489071,35.77000083,-78.67554283,85.30999756
8:51:13,08_51_13.jpg,35.76996375,-78.6754806,81.75367919,114.0952063,-163.2024338,1.78841334,35.77000733,-78.6755135,84.05000305
8:51:15,08_51_15.jpg,35.76996525,-78.67544627,84.23596644,114.3369603,-160.1535303,3.777611064,35.770008,-78.67548183,90.16000366
8:51:17,08_51_17.jpg,35.76996657,-78.67541592,86.54038332,114.6146211,-157.1965426,4.455761631,35.77001483,-78.67545,89.66999817
8:51:19,08_51_19.jpg,35.7699671,-78.67538683,83.14717058,114.8699856,-154.7461986,2.047472198,35.770015,-78.675421,92.80000305
8:51:21,08_51_21.jpg,35.76996933,-78.67535611,84.58566761,114.9971016,-151.9751579,2.429835174,35.7700155,-78.67539383,94.26000214
8:51:23,08_51_23.jpg,35.76997219,-78.67532417,85.37058388,115.0244905,-149.0200967,3.875553379,35.77002167,-78.675366,89.83000183
8:51:25,08_51_25.jpg,35.76997511,-78.67529195,86.19174436,115.0831348,-146.1672037,3.654452426,35.77000933,-78.67533433,101.1699982
8:51:27,08_51_27.jpg,35.76997756,-78.6752616,84.37568325,115.1639768,-143.4073047,2.597232883,35.77001517,-78.67530667,98.36000061
8:51:29,08_51_29.jpg,35.76998082,-78.67523115,84.26615842,115.2450757,-140.5713311,2.502831675,35.77001783,-78.67527817,93.80999756
8:51:31,08_51_31.jpg,35.76998492,-78.6752017,84.95626562,115.270809,-137.8095367,2.187406468,35.77002517,-78.67524883,89.51000214
8:51:33,08_51_33.jpg,35.76998782,-78.67516804,86.14672266,115.3672708,-134.8098921,2.032598438,35.7700355,-78.6752175,83.56999969
8:51:35,08_51_35.jpg,35.76999011,-78.67513682,84.82722319,115.5005744,-131.8416747,1.231888766,35.77004133,-78.67518633,83.80999756
8:51:37,08_51_37.jpg,35.76999218,-78.67510731,82.66243762,115.6557681,-129.0612115,1.105614594,35.77004483,-78.67515617,85.26999664
8:51:39,08_51_39.jpg,35.7699951,-78.6750777,78.47553499,115.7672871,-126.3052645,1.41014648,35.7700475,-78.67512817,85.44000244
8:51:41,08_51_41.jpg,35.76999811,-78.67504573,87.27368901,115.8460285,-123.5021582,1.563716092,35.77004533,-78.67509767,89.18000031
8:51:43,08_51_43.jpg,35.76999833,-78.67501306,89.57155552,116.1386032,-120.627496,1.757689835,35.77004233,-78.67506667,95.80000305
